Source: GIS_&_Timeseries_Tool weather year 2012; usable coordinates,,,,,,,,,
HOUR,California,ERCOT,MISO,NewEngland,NewYork,PJM,SERC,WECC,Canada
3536,0.0995666666666666,0.4179735294117647,0.040750909090909,0.2145684210526316,0.37738,0.5128356164383562,0.5514174242424242,0.00462,0.1032260273972602
3537,0.1009999999999999,0.4127323529411764,0.0413509090909091,0.1878210526315789,0.35206,0.5213452054794521,0.5748977272727273,0.01086,0.1037794520547945
3538,0.0970666666666666,0.4033617647058823,0.0443927272727272,0.1993842105263158,0.35594,0.4755863013698629,0.5917083333333334,0.04012,0.1045945205479452
3539,0.0461,0.3192205882352941,0.0430272727272727,0.1740315789473684,0.1532,0.2785643835616438,0.6134901515151515,0.0929,0.125845205479452
3540,0.064,0.2864205882352941,0.0396490909090909,0.1476315789473684,0.07252,0.2505698630136986,0.6171962121212121,0.12032,0.1455438356164383
3541,0.1007333333333333,0.2522,0.0425381818181818,0.1158052631578947,0.0225399999999999,0.2511465753424657,0.6175545454545455,0.12176,0.151972602739726
3542,0.1441666666666666,0.2061617647058823,0.0458472727272727,0.0877894736842105,0.00298,0.212686301369863,0.5948598484848485,0.1081,0.1483027397260274
3543,0.1776333333333333,0.1679676470588235,0.0479818181818181,0.0470052631578947,0.02278,0.1755219178082191,0.5692318181818181,0.08142,0.160586301369863
3544,0.2227666666666666,0.1308647058823529,0.0470363636363636,0.0291947368421052,0.03202,0.1678917808219178,0.5414,0.0515399999999999,0.1880191780821918
3545,0.2761666666666666,0.1181088235294117,0.0458945454545454,0.0275263157894736,0.01686,0.1568780821917808,0.5156825757575757,0.04254,0.2261054794520548
3546,0.3300333333333333,0.1155323529411764,0.0425781818181818,0.0256263157894736,0.00424,0.1580616438356164,0.4868340909090909,0.0524,0.266858904109589
3547,0.3722666666666667,0.1204558823529411,0.0382654545454545,0.0254210526315789,0.0,0.1659794520547945,0.4667121212121212,0.05534,0.3018246575342466
3548,0.4182999999999999,0.1270088235294117,0.03852,0.0370315789473684,0.00324,0.1996506849315068,0.4735969696969697,0.0549599999999999,0.3290397260273973
3549,0.4755666666666667,0.14095,0.04714,0.063178947368421,0.03788,0.274154794520548,0.5131295454545454,0.0549599999999999,0.3295369863013698
3550,0.5045000000000001,0.1500235294117647,0.0618563636363636,0.082078947368421,0.09776,0.3527931506849315,0.5460575757575757,0.06354,0.3053972602739726
3551,0.3959999999999999,0.1013617647058823,0.0691381818181818,0.0872526315789473,0.12778,0.3454465753424657,0.5470742424242425,0.08014,0.2757630136986301
3552,0.3832,0.1076411764705882,0.0740654545454545,0.0829684210526315,0.2155599999999999,0.4161095890410959,0.535360606060606,0.11446,0.253172602739726
3553,0.4141333333333333,0.1476205882352941,0.0830290909090909,0.1006894736842105,0.20766,0.4598958904109589,0.540309090909091,0.17006,0.2563945205479452
3554,0.4367,0.2134764705882353,0.0890763636363636,0.1170894736842105,0.14808,0.5298794520547945,0.5560295454545454,0.19894,0.2390849315068493
3555,0.4346666666666666,0.3000823529411764,0.0854872727272727,0.1213526315789473,0.12944,0.5555657534246575,0.5614136363636364,0.20714,0.2157986301369863
3556,0.3926,0.365435294117647,0.0961454545454545,0.1205894736842105,0.16248,0.580031506849315,0.5508234848484848,0.19368,0.2154767123287671
3557,0.3553333333333333,0.37595,0.1264472727272727,0.1273210526315789,0.21206,0.5848643835616438,0.5376401515151515,0.18926,0.2296383561643835
3558,0.3234666666666666,0.4241264705882352,0.1545381818181818,0.1511157894736842,0.27094,0.5804013698630137,0.5243818181818182,0.16666,0.2468808219178082
3559,0.2869666666666666,0.4173823529411764,0.1947636363636363,0.1557526315789473,0.2968,0.5654863013698631,0.5181280303030302,0.15358,0.266554794520548
3560,0.2615,0.3424911764705882,0.2503109090909091,0.1574368421052631,0.2823799999999999,0.541590410958904,0.5086946969696969,0.1432399999999999,0.285817808219178
3561,0.2402999999999999,0.3001029411764706,0.2765709090909091,0.2162894736842105,0.28602,0.4987465753424658,0.5124143939393939,0.12638,0.3196479452054794
3562,0.2077333333333333,0.2786617647058824,0.2758381818181818,0.3009105263157894,0.29992,0.4402164383561644,0.5066227272727273,0.1006,0.3461630136986301
3563,0.145,0.2236588235294117,0.3374018181818181,0.1205368421052631,0.2239799999999999,0.3693876712328767,0.4941280303030303,0.08086,0.3291780821917808
3564,0.0994666666666666,0.2037382352941176,0.3168127272727273,0.1128526315789473,0.2375,0.3437643835616438,0.5019659090909091,0.07774,0.3555054794520548
3565,0.1016,0.2379735294117646,0.2732345454545454,0.1357631578947368,0.1762,0.3478671232876713,0.4938287878787878,0.07308,0.387358904109589
3566,0.1299,0.2926617647058823,0.2595218181818182,0.1593736842105263,0.08188,0.3701424657534246,0.4641159090909091,0.065,0.4165109589041096
3567,0.1386666666666666,0.3297529411764706,0.2407072727272727,0.1659736842105263,0.06512,0.4050821917808219,0.4450780303030303,0.05504,0.4331698630136986
3568,0.1121333333333333,0.3037882352941176,0.1953527272727273,0.1991105263157895,0.11768,0.4416328767123287,0.4402643939393939,0.04516,0.4310520547945205
3569,0.0842333333333333,0.2661176470588235,0.1439290909090909,0.3394578947368421,0.2783,0.476086301369863,0.451340909090909,0.0462999999999999,0.4172739726027397
3570,0.1253999999999999,0.2247617647058823,0.1159999999999999,0.4956421052631579,0.5892000000000001,0.5370260273972602,0.4767424242424242,0.04654,0.4141917808219178
3571,0.1953,0.2085176470588235,0.1142563636363636,0.5649052631578947,0.77124,0.6299301369863014,0.5158462121212122,0.0576999999999999,0.4067356164383561
3572,0.2685333333333333,0.2126676470588235,0.1455018181818181,0.5697578947368421,0.8655200000000001,0.720354794520548,0.5554325757575758,0.0769799999999999,0.4053109589041096
3573,0.3442666666666666,0.2401676470588235,0.2009218181818181,0.6429473684210526,0.89948,0.7918493150684931,0.6001257575757576,0.0979,0.4078808219178082
3574,0.3808333333333333,0.2730852941176471,0.2583090909090909,0.7504947368421052,0.95744,0.8519287671232877,0.6467621212121213,0.13282,0.421613698630137
3575,0.348,0.205135294117647,0.2406654545454545,0.7288368421052631,0.91968,0.6944397260273972,0.6372628787878788,0.17156,0.4184767123287671
3576,0.4031,0.2396705882352941,0.2573036363636363,0.781521052631579,0.84588,0.729027397260274,0.6185113636363636,0.1946999999999999,0.4380219178082192
3577,0.3766,0.3075294117647059,0.2639127272727273,0.7748526315789475,0.71654,0.7397671232876712,0.5974242424242424,0.18716,0.4478479452054795
3578,0.3571333333333333,0.3776088235294117,0.2703672727272727,0.7685842105263158,0.67302,0.7098712328767123,0.5807818181818182,0.134,0.4592986301369862
3579,0.3180666666666666,0.4335735294117647,0.2704436363636363,0.7843421052631578,0.62812,0.6378301369863013,0.5851007575757575,0.07898,0.4639369863013698
3580,0.2227333333333333,0.4590823529411765,0.2512709090909091,0.7894736842105263,0.45942,0.6014931506849315,0.5957909090909091,0.0584,0.4658424657534247
3581,0.1569333333333333,0.4968382352941176,0.2334363636363636,0.7795736842105263,0.38792,0.5846301369863013,0.6203454545454545,0.0723999999999999,0.4712397260273973
3582,0.1224333333333333,0.4935470588235294,0.2442745454545454,0.7531263157894736,0.44794,0.6008958904109589,0.6429613636363637,0.07236,0.480754794520548
3583,0.1463,0.4788323529411765,0.2587781818181818,0.7414578947368421,0.51352,0.5936794520547946,0.6495007575757575,0.05238,0.4999575342465753
3584,0.1803666666666666,0.4904058823529412,0.274090909090909,0.7349631578947369,0.5713600000000001,0.590917808219178,0.6397439393939395,0.03064,0.5319931506849315
3585,0.1509333333333333,0.4528117647058823,0.2512472727272727,0.7085210526315789,0.58106,0.5716520547945206,0.6218060606060606,0.02474,0.5444945205479452
3586,0.1055333333333333,0.4651852941176471,0.2365254545454545,0.6955105263157895,0.5346,0.5545931506849315,0.5925613636363636,0.0217599999999999,0.5565164383561644
3587,0.0640333333333333,0.3423911764705882,0.1756963636363636,0.5665,0.19922,0.3629205479452055,0.5036234848484848,0.0226999999999999,0.5356383561643835
3588,0.0980333333333333,0.3388970588235294,0.1582672727272727,0.5116631578947368,0.154,0.3816095890410959,0.4363931818181817,0.01466,0.5229739726027398
3589,0.0927,0.3436558823529412,0.1421527272727272,0.3682526315789474,0.05762,0.4008082191780822,0.3996181818181818,0.01478,0.5054534246575343
3590,0.0846666666666666,0.3006705882352941,0.1173872727272727,0.2891842105263158,0.02918,0.3905630136986301,0.3478166666666666,0.01596,0.4853602739726027
3591,0.0953333333333333,0.219485294117647,0.0962890909090909,0.2165842105263158,0.00256,0.3800397260273972,0.3029159090909091,0.0089,0.5086082191780822
3592,0.0589,0.1408705882352941,0.08456,0.1570105263157895,0.0,0.3704013698630137,0.2719037878787879,0.00572,0.5130794520547945
3593,0.0332999999999999,0.11165,0.0745418181818181,0.1107526315789473,0.0,0.3707849315068493,0.2343772727272727,0.00848,0.4995684931506849
3594,0.0738333333333333,0.1150558823529411,0.0715218181818181,0.0963263157894736,0.0033999999999999,0.3526356164383561,0.2196909090909091,0.0109,0.4986931506849315
3595,0.1751666666666666,0.1528147058823529,0.0827963636363636,0.1312631578947368,0.04248,0.3898945205479452,0.2102969696969697,0.0201399999999999,0.4671150684931507
3596,0.2189333333333333,0.1866882352941176,0.0997018181818181,0.130978947368421,0.05122,0.4748109589041096,0.204025,0.03366,0.4345835616438356
3597,0.2565666666666666,0.2156676470588235,0.1242254545454545,0.0937157894736842,0.05112,0.5384301369863014,0.195955303030303,0.04546,0.4167027397260274
3598,0.2772333333333334,0.2422117647058823,0.1598709090909091,0.0633263157894736,0.0498199999999999,0.5247232876712329,0.1899325757575757,0.0562999999999999,0.3901671232876712
3599,0.3046666666666667,0.180985294117647,0.1611890909090909,0.018978947368421,0.0015,0.4475712328767123,0.186980303030303,0.06518,0.3143780821917808
3600,0.3612666666666667,0.2329911764705882,0.1973381818181818,0.0197421052631578,0.0,0.4511520547945206,0.1640037878787878,0.06784,0.2691712328767123
3601,0.3059666666666666,0.3150029411764706,0.2195563636363636,0.0356947368421052,0.0,0.4789780821917808,0.147275,0.04092,0.2366561643835616
3602,0.2414999999999999,0.4613823529411764,0.2110927272727272,0.0460842105263157,0.0,0.4937328767123287,0.1409424242424242,0.01848,0.2320315068493151
3603,0.2055333333333333,0.5712147058823529,0.2430854545454545,0.0754052631578947,0.0,0.4673506849315068,0.1387568181818181,0.01346,0.2242890410958904
3604,0.1626999999999999,0.6143441176470588,0.2528472727272727,0.1127315789473684,0.0,0.4325,0.1334765151515151,0.01576,0.2192027397260273
3605,0.1187333333333333,0.6757647058823529,0.2631454545454545,0.1269315789473684,0.0,0.4066835616438356,0.1279613636363636,0.01986,0.2208534246575342
3606,0.1056666666666666,0.746335294117647,0.2960145454545454,0.0935105263157894,0.00464,0.3910506849315068,0.1208287878787878,0.01728,0.2147
3607,0.1118333333333333,0.7451205882352941,0.338370909090909,0.055378947368421,0.00584,0.4080876712328767,0.1193234848484848,0.03704,0.1999808219178082
3608,0.1070666666666666,0.7161676470588235,0.3516927272727272,0.0322315789473684,0.00026,0.4081068493150684,0.1197265151515151,0.06124,0.1686356164383561
3609,0.1186,0.7183911764705883,0.3310527272727272,0.0194473684210526,0.03006,0.3508027397260274,0.1159727272727272,0.09358,0.1349397260273972
3610,0.1351,0.76125,0.2883618181818181,0.0375842105263157,0.15504,0.347431506849315,0.1114598484848484,0.11332,0.1191301369863013
3611,0.1009666666666666,0.6413941176470589,0.1698,0.0378,0.06644,0.1758561643835616,0.0854765151515151,0.08186,0.1143246575342465
3612,0.1065999999999999,0.5594264705882352,0.1436436363636363,0.0409157894736842,0.07198,0.158427397260274,0.0714121212121212,0.06748,0.1226369863013698
3613,0.1010666666666666,0.5332470588235294,0.1624763636363636,0.0627684210526315,0.16074,0.1322465753424657,0.0615507575757575,0.04918,0.1370986301369863
3614,0.1229333333333333,0.5260441176470588,0.1913090909090909,0.0827210526315789,0.23426,0.1097232876712328,0.0461340909090909,0.0272,0.1438260273972602
3615,0.1339333333333333,0.4681823529411765,0.1821363636363636,0.1039631578947368,0.25292,0.096172602739726,0.0367825757575757,0.0137399999999999,0.1379301369863013
3616,0.0946333333333333,0.3343147058823529,0.1724636363636363,0.123778947368421,0.2339999999999999,0.0717027397260274,0.0297310606060606,0.01232,0.1222986301369862
3617,0.0827,0.2360058823529411,0.1656727272727272,0.1235684210526315,0.1696599999999999,0.045531506849315,0.0265462121212121,0.0261199999999999,0.1119438356164383
3618,0.131,0.1714117647058823,0.1570945454545454,0.1106210526315789,0.12964,0.035104109589041,0.0280628787878787,0.03368,0.1099547945205479
3619,0.2369666666666667,0.1386970588235294,0.1319454545454545,0.0992526315789473,0.1251,0.0474424657534246,0.042065909090909,0.0393,0.1126068493150685
3620,0.3450333333333333,0.1544676470588235,0.1245418181818181,0.0963684210526315,0.18298,0.0669493150684931,0.0756083333333333,0.0357,0.124845205479452
