Source: GIS_&_Timeseries_Tool weather year 2018; usable coordinates,,,,,,,,,,
HOUR,California,ERCOT,MISO,NewEngland,NewYork,PJM,SERC,SPP,WECC,Canada
1,0.0025732323232323,0.6554128279883382,0.3595268493150685,0.6645233766233767,0.3252934426229508,0.1798192878338279,0.3084942238267148,0.2518375227686703,0.0367676753782668,0.3895860978778692
2,0.0050212121212121,0.6845291545189505,0.4078302739726027,0.6529662337662338,0.3473229508196722,0.1976014836795252,0.355914440433213,0.2703666666666666,0.0377746905089408,0.4047594629709831
3,0.0028439393939393,0.6895113702623906,0.421084794520548,0.6401298701298701,0.3229704918032787,0.2093017804154302,0.3909555956678701,0.2782872495446266,0.0334014442916093,0.3996880034647033
4,0.0021383838383838,0.6637192419825073,0.4288235616438356,0.628777922077922,0.2930262295081967,0.2169997032640949,0.4106111913357401,0.2681708561020036,0.0300940165061898,0.3864084452143785
5,0.0026838383838383,0.6364760932944606,0.4232319178082191,0.6174532467532468,0.2562967213114754,0.2188516320474777,0.4223050541516245,0.2513613843351548,0.0279980055020632,0.370835296665223
6,0.001760101010101,0.6056102040816327,0.420942602739726,0.603661038961039,0.2210655737704918,0.2146658753709198,0.4397212996389892,0.2274311475409836,0.0258207015130674,0.3552070593330446
7,0.0010429292929292,0.5857804664723032,0.4162001369863013,0.5862922077922078,0.1948491803278688,0.20873353115727,0.4489108303249097,0.2169264116575592,0.0240770288858321,0.3466628843655262
8,0.0007227272727272,0.5866507288629738,0.4137931506849315,0.5624974025974026,0.1818524590163934,0.1956652818991097,0.4559931407942239,0.2081834244080145,0.0220178817056396,0.339273624945864
9,0.0012060606060606,0.5814848396501457,0.4029353424657534,0.5413285714285714,0.1693508196721311,0.1863724035608308,0.4656602888086642,0.1966517304189435,0.0199544016506189,0.3356871372888696
10,0.0021373737373737,0.5680556851311953,0.3990330136986301,0.5421038961038961,0.164483606557377,0.1803572700296735,0.4740805054151624,0.1762591985428051,0.0178928473177441,0.3334794716327414
11,0.005400505050505,0.5117868804664724,0.3633599999999999,0.5552363636363636,0.144527868852459,0.1619807121661721,0.3983299638989169,0.163572131147541,0.0216595598349381,0.3369595062797748
12,0.0050171717171717,0.5029827988338192,0.3528113698630137,0.5780259740259741,0.1565721311475409,0.1456566765578635,0.4221328519855596,0.1362191256830601,0.0209563273727647,0.3539748375920312
13,0.0047146464646464,0.4929521865889213,0.3421954794520547,0.5933077922077922,0.1593786885245901,0.1386308605341246,0.4143909747292418,0.1128065573770491,0.0184995873452544,0.3706945864010394
14,0.0040156565656565,0.4712326530612244,0.3370590410958904,0.570987012987013,0.1491655737704918,0.1359513353115727,0.4106429602888086,0.0988848816029143,0.0174957359009628,0.3812204850584669
15,0.0036156565656565,0.4408865889212828,0.3231630136986301,0.4313571428571429,0.1348049180327868,0.1332522255192878,0.4345761732851985,0.0953335154826958,0.0173255845942228,0.3818263317453443
16,0.0038924242424242,0.4070918367346938,0.269748904109589,0.3348727272727272,0.1162950819672131,0.1386258160237388,0.4171173285198556,0.0969163934426229,0.0173158872077028,0.3575940666955392
17,0.0059424242424242,0.3477253644314869,0.2282799999999999,0.3362,0.1114655737704918,0.1438893175074184,0.3900537906137184,0.0945276867030965,0.0165407152682255,0.3444904720658293
18,0.0054257575757575,0.3001157434402332,0.2069608219178082,0.3707324675324675,0.1350590163934426,0.1745608308605341,0.3659537906137184,0.0887726775956284,0.0139220082530949,0.334166478995236
19,0.0017974747474747,0.2393096209912536,0.1931442465753424,0.4265402597402598,0.1952508196721311,0.2260750741839762,0.3530559566787003,0.0828506375227686,0.011350825309491,0.3295210047639671
20,0.0005979797979797,0.2058064139941691,0.1910217808219178,0.4507246753246753,0.2814147540983606,0.259653709198813,0.3591451263537906,0.0837202185792349,0.0130546767537826,0.3343694239930705
21,0.0013494949494949,0.1924180758017492,0.1942523287671233,0.404925974025974,0.378555737704918,0.290180118694362,0.3847158844765342,0.0852047358834244,0.0210799174690508,0.360639974014725
22,0.0023383838383838,0.1793507288629737,0.1940032876712328,0.4402194805194805,0.2798754098360656,0.2866540059347181,0.410598916967509,0.094499635701275,0.0306316368638239,0.419680077955825
23,0.0003934343434343,0.0981107871720116,0.1435419178082191,0.379425974025974,0.2640409836065573,0.1655581602373887,0.3181631768953068,0.1305903460837887,0.02956045392022,0.484199177132958
24,0.0010712121212121,0.0902396501457725,0.245575205479452,0.4121207792207792,0.3779131147540984,0.1779,0.3461090252707581,0.1647517304189435,0.0445085281980742,0.5502291035080121
25,0.0027666666666666,0.0903510204081632,0.3181512328767123,0.3830844155844156,0.4852590163934426,0.2213519287833828,0.4160306859205776,0.2024961748633879,0.0503795048143053,0.583984755305327
26,0.0045439393939393,0.1078137026239067,0.3431776712328767,0.353751948051948,0.5794524590163935,0.271453412462908,0.4403584837545126,0.2364085610200364,0.0505068088033012,0.5987566912083153
27,0.0052222222222222,0.1300655976676384,0.3614210958904109,0.3153090909090909,0.6448065573770492,0.3067299703264095,0.4457003610108303,0.2803247723132969,0.0498486932599724,0.5994518839324382
28,0.0057075757575757,0.1214137026239067,0.3701483561643836,0.2891727272727273,0.694688524590164,0.3130424332344214,0.4203350180505415,0.313911839708561,0.0489497248968363,0.5963224339540927
29,0.0076782828282828,0.1212746355685131,0.3789902739726027,0.2758454545454545,0.681483606557377,0.3019207715133531,0.3986657039711191,0.3500255009107468,0.0494047455295735,0.5940208315288004
30,0.0111141414141414,0.1151562682215743,0.3908708219178082,0.2852987012987013,0.6340327868852459,0.277027002967359,0.3771064981949458,0.3778663023679417,0.0510739339752407,0.5924529233434387
31,0.0144797979797979,0.1120938775510204,0.408053698630137,0.3145103896103896,0.5604327868852459,0.2548296735905044,0.3540375451263537,0.4039994535519126,0.0531830811554332,0.5873348202685145
32,0.0150893939393939,0.1045492711370262,0.423003698630137,0.341238961038961,0.4719311475409836,0.2316459940652819,0.3268198555956679,0.4256867030965391,0.055035006877579,0.5789470766565613
33,0.0152570707070707,0.1014725947521866,0.4317360273972603,0.3753883116883117,0.3684311475409836,0.2140807121661721,0.2952761732851985,0.4567890710382513,0.0581856258596973,0.5674260718925942
34,0.013380808080808,0.1027069970845481,0.4475634246575342,0.4355012987012987,0.295811475409836,0.1971789317507418,0.2781779783393502,0.4931948998178506,0.0614482806052269,0.5525498917280208
35,0.0411247474747474,0.0681055393586005,0.4662653424657534,0.3168090909090909,0.198727868852459,0.1264430267062314,0.2402129963898917,0.5619336976320582,0.0701224896836313,0.5474734084019056
36,0.0329030303030303,0.0673102040816326,0.4815167123287671,0.3865961038961039,0.2181409836065573,0.124687240356083,0.2453866425992779,0.581619489981785,0.0764948418156808,0.5321136855781724
37,0.0253666666666666,0.0713848396501457,0.4955182191780822,0.4032415584415584,0.2228196721311475,0.1227949554896142,0.2451516245487364,0.6049934426229507,0.0788207015130674,0.5088700303161542
38,0.0195944444444444,0.0791967930029154,0.5182646575342466,0.3392688311688311,0.2684442622950819,0.1227083086053412,0.2359913357400722,0.6401846994535519,0.082595598349381,0.4795549588566479
39,0.0195631313131313,0.0900556851311953,0.5446721917808219,0.2596935064935065,0.2956540983606557,0.1169513353115726,0.2233898916967509,0.6823242258652095,0.0865265474552957,0.4436330446080554
40,0.0223343434343434,0.0814591836734693,0.5495794520547945,0.1569181818181818,0.359655737704918,0.1095326409495549,0.2091115523465704,0.7050513661202186,0.0861916781292984,0.4062482893027284
41,0.0229828282828282,0.070502915451895,0.4802294520547945,0.1651948051948052,0.4479934426229508,0.1028982195845697,0.1858429602888086,0.6917652094717669,0.0815284044016506,0.3659204850584668
42,0.020210606060606,0.0590279883381924,0.4732942465753424,0.1796038961038961,0.5591950819672131,0.1073142433234421,0.1636050541516245,0.6816664845173042,0.0716757221458046,0.3109436119532265
43,0.0157070707070707,0.0536419825072886,0.5000024657534247,0.1689233766233766,0.6790377049180328,0.1087234421364985,0.1500725631768953,0.6845723132969035,0.0727450481430536,0.267888869640537
