interface_id,region_from,region_to,year,case,ttc_mw,basis,n_projects,notes
SPP->MISO,SPP,MISO,2035,High,103880,ntp,2,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
SPP->MISO,SPP,MISO,2040,Low,7058,baseline,0,
SPP->MISO,SPP,MISO,2040,Central,9253,baseline+project,2,
SPP->MISO,SPP,MISO,2040,High,166095,ntp,2,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
SPP->PJM,SPP,PJM,2025,Low,0,none,0,
SPP->PJM,SPP,PJM,2025,Central,0,none,0,
SPP->PJM,SPP,PJM,2025,High,0,none,0,
SPP->PJM,SPP,PJM,2030,Low,0,none,0,
SPP->PJM,SPP,PJM,2030,Central,0,none,0,
SPP->PJM,SPP,PJM,2030,High,0,none,0,
SPP->PJM,SPP,PJM,2035,Low,0,none,0,
SPP->PJM,SPP,PJM,2035,Central,1438,project,1,new merchant-HVDC seam (no ITCS baseline)
SPP->PJM,SPP,PJM,2035,High,2500,project,1,
SPP->PJM,SPP,PJM,2040,Low,0,none,0,
SPP->PJM,SPP,PJM,2040,Central,1438,project,1,new merchant-HVDC seam (no ITCS baseline)
SPP->PJM,SPP,PJM,2040,High,2500,project,1,
SPP->SERC,SPP,SERC,2025,Low,4857,baseline,0,
SPP->SERC,SPP,SERC,2025,Central,4857,baseline,0,
SPP->SERC,SPP,SERC,2025,High,4857,baseline,0,
SPP->SERC,SPP,SERC,2030,Low,4857,baseline,0,
SPP->SERC,SPP,SERC,2030,Central,4857,baseline,0,
SPP->SERC,SPP,SERC,2030,High,4857,baseline,0,
SPP->SERC,SPP,SERC,2035,Low,4857,baseline,0,
SPP->SERC,SPP,SERC,2035,Central,4857,baseline,0,
SPP->SERC,SPP,SERC,2035,High,4857,baseline,0,
SPP->SERC,SPP,SERC,2040,Low,4857,baseline,0,
SPP->SERC,SPP,SERC,2040,Central,4857,baseline,0,
SPP->SERC,SPP,SERC,2040,High,4857,baseline,0,
SPP->WECC,SPP,WECC,2025,Low,1120,baseline,0,
SPP->WECC,SPP,WECC,2025,Central,1120,baseline,0,
SPP->WECC,SPP,WECC,2025,High,1320,ntp,0,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
SPP->WECC,SPP,WECC,2030,Low,1120,baseline,0,
SPP->WECC,SPP,WECC,2030,Central,1120,baseline,0,
SPP->WECC,SPP,WECC,2030,High,17935,ntp,0,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
SPP->WECC,SPP,WECC,2035,Low,1120,baseline,0,
SPP->WECC,SPP,WECC,2035,Central,2320,baseline+project,1,
SPP->WECC,SPP,WECC,2035,High,48876,ntp,3,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
SPP->WECC,SPP,WECC,2040,Low,1120,baseline,0,
SPP->WECC,SPP,WECC,2040,Central,3880,baseline+project,3,
SPP->WECC,SPP,WECC,2040,High,74414,ntp,3,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->CAISO,WECC,CAISO,2025,Low,12617,baseline,0,
WECC->CAISO,WECC,CAISO,2025,Central,12617,baseline,0,
WECC->CAISO,WECC,CAISO,2025,High,23877,ntp,0,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->CAISO,WECC,CAISO,2030,Low,12617,baseline,0,
WECC->CAISO,WECC,CAISO,2030,Central,12617,baseline,0,
WECC->CAISO,WECC,CAISO,2030,High,32964,ntp,0,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->CAISO,WECC,CAISO,2035,Low,12617,baseline,0,
WECC->CAISO,WECC,CAISO,2035,Central,12617,baseline,0,
WECC->CAISO,WECC,CAISO,2035,High,39427,ntp,0,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->CAISO,WECC,CAISO,2040,Low,12617,baseline,0,
WECC->CAISO,WECC,CAISO,2040,Central,12617,baseline,0,
WECC->CAISO,WECC,CAISO,2040,High,48497,ntp,0,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->Canada,WECC,Canada,2025,Low,3422,baseline,0,
WECC->Canada,WECC,Canada,2025,Central,3422,baseline,0,
WECC->Canada,WECC,Canada,2025,High,3422,baseline,0,
WECC->Canada,WECC,Canada,2030,Low,3422,baseline,0,
WECC->Canada,WECC,Canada,2030,Central,3422,baseline,0,
WECC->Canada,WECC,Canada,2030,High,3422,baseline,0,
WECC->Canada,WECC,Canada,2035,Low,3422,baseline,0,
WECC->Canada,WECC,Canada,2035,Central,3422,baseline,0,
WECC->Canada,WECC,Canada,2035,High,3422,baseline,0,
WECC->Canada,WECC,Canada,2040,Low,3422,baseline,0,
WECC->Canada,WECC,Canada,2040,Central,3422,baseline,0,
WECC->Canada,WECC,Canada,2040,High,3422,baseline,0,
WECC->ERCOT,WECC,ERCOT,2025,Low,0,none,0,
WECC->ERCOT,WECC,ERCOT,2025,Central,0,none,0,
WECC->ERCOT,WECC,ERCOT,2025,High,0,none,0,
WECC->ERCOT,WECC,ERCOT,2030,Low,0,none,0,
WECC->ERCOT,WECC,ERCOT,2030,Central,0,none,0,
WECC->ERCOT,WECC,ERCOT,2030,High,12905,ntp,1,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->ERCOT,WECC,ERCOT,2035,Low,0,none,0,
WECC->ERCOT,WECC,ERCOT,2035,Central,112,project,1,new merchant-HVDC seam (no ITCS baseline)
WECC->ERCOT,WECC,ERCOT,2035,High,14483,ntp,1,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->ERCOT,WECC,ERCOT,2040,Low,0,none,0,
WECC->ERCOT,WECC,ERCOT,2040,Central,112,project,1,new merchant-HVDC seam (no ITCS baseline)
WECC->ERCOT,WECC,ERCOT,2040,High,19261,ntp,1,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->MISO,WECC,MISO,2025,Low,0,none,0,
WECC->MISO,WECC,MISO,2025,Central,0,none,0,
WECC->MISO,WECC,MISO,2025,High,0,none,0,
WECC->MISO,WECC,MISO,2030,Low,0,none,0,
WECC->MISO,WECC,MISO,2030,Central,0,none,0,
WECC->MISO,WECC,MISO,2030,High,0,none,0,
WECC->MISO,WECC,MISO,2035,Low,0,none,0,
WECC->MISO,WECC,MISO,2035,Central,1200,project,1,new merchant-HVDC seam (no ITCS baseline)
WECC->MISO,WECC,MISO,2035,High,3300,project,2,
WECC->MISO,WECC,MISO,2040,Low,0,none,0,
WECC->MISO,WECC,MISO,2040,Central,1785,project,2,new merchant-HVDC seam (no ITCS baseline)
WECC->MISO,WECC,MISO,2040,High,3300,project,2,
WECC->SPP,WECC,SPP,2025,Low,1070,baseline,0,
WECC->SPP,WECC,SPP,2025,Central,1070,baseline,0,
WECC->SPP,WECC,SPP,2025,High,1320,ntp,0,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->SPP,WECC,SPP,2030,Low,1070,baseline,0,
WECC->SPP,WECC,SPP,2030,Central,1070,baseline,0,
WECC->SPP,WECC,SPP,2030,High,17935,ntp,0,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->SPP,WECC,SPP,2035,Low,1070,baseline,0,
WECC->SPP,WECC,SPP,2035,Central,2270,baseline+project,1,
WECC->SPP,WECC,SPP,2035,High,48876,ntp,3,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
WECC->SPP,WECC,SPP,2040,Low,1070,baseline,0,
WECC->SPP,WECC,SPP,2040,Central,3830,baseline+project,3,
WECC->SPP,WECC,SPP,2040,High,74414,ntp,3,NTP MT-HVDC cost-optimal ceiling governs (installed-GW metric; >> reliability-TTC)
