Source: sourcetag; timestamp; name <email>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,California,WECC,SPP,MISO,ERCOT,SERC,PJM,NewYork,NewEngland,Canada
1,0,0.715,0.868,0,0,0.78,0.832,0.403,0.572,0.538,0.993,0.868,0,0.902,0.992,0,0.76,0.902,0.766,0.403,0.166,0.492,0.868,0,0.902,0.597,0.597,0.597,0.993,0.154,0.009559999999999999,0.538,0.76,0.715,0,0,0,0.766,0.7174,0.7266826737027264
2,0,0.699,0.85,0,0,0.795,0.844,0.44,0.53,0.501,0.991,0.85,0,0.876,0.989,0,0.759,0.907,0.81,0.44,0.168,0.351,0.85,0,0.876,0.613,0.613,0.613,0.993,0.12,0.020900000000000002,0.501,0.759,0.699,0,0,0,0.81,0.6877,0.7317304309586631
3,0,0.704,0.818,0,0,0.825,0.86,0.469,0.522,0.371,0.988,0.818,0,0.892,0.982,0,0.782,0.919,0.842,0.469,0.176,0.263,0.818,0,0.892,0.639,0.639,0.639,0.992,0.099,0.0067,0.371,0.782,0.704,0,0,0,0.842,0.6712,0.7426095866314864
4,0,0.711,0.772,0,0,0.806,0.873,0.52,0.539,0.221,0.981,0.772,0,0.871,0.977,0,0.787,0.947,0.846,0.52,0.181,0.271,0.772,0,0.871,0.675,0.675,0.675,0.99,0.123,0.00884,0.221,0.787,0.711,0,0,0,0.846,0.6362,0.7558647317502198
5,0,0.737,0.719,0,0,0.838,0.883,0.573,0.49,0.089,0.966,0.719,0,0.886,0.973,0,0.781,0.969,0.851,0.573,0.165,0.306,0.719,0,0.886,0.706,0.706,0.706,0.988,0.2,0.01146,0.089,0.781,0.737,0,0,0,0.851,0.6147,0.7705576956904133
6,0,0.746,0.667,0,0,0.861,0.925,0.59,0.441,0.024,0.944,0.667,0,0.874,0.968,0,0.81,0.977,0.86,0.59,0.144,0.362,0.667,0,0.874,0.729,0.729,0.729,0.987,0.28,0.011,0.024,0.81,0.746,0,0,0,0.86,0.6128,0.7845919964819701
7,0,0.742,0.609,0,0,0.88,0.948,0.569,0.405,0.016,0.914,0.609,0,0.853,0.961,0,0.836,0.96,0.881,0.569,0.108,0.43,0.609,0,0.853,0.733,0.733,0.733,0.985,0.36,0.01006,0.016,0.836,0.742,0,0,0,0.881,0.5924,0.7940067722075638
8,0,0.733,0.513,0,0,0.888,0.969,0.539,0.38,0.04,0.871,0.513,0,0.912,0.947,0,0.832,0.935,0.901,0.539,0.074,0.453,0.513,0,0.912,0.744,0.744,0.744,0.982,0.439,0.00796,0.04,0.832,0.733,0,0,0,0.901,0.566,0.798293491644679
9,0,0.719,0.439,0,0,0.892,0.975,0.522,0.342,0.074,0.81,0.439,0,0.956,0.924,0,0.839,0.929,0.909,0.522,0.05,0.415,0.439,0,0.956,0.764,0.764,0.764,0.977,0.534,0.007639999999999999,0.074,0.839,0.719,0,0,0,0.909,0.525,0.802284872471416
10,0,0.719,0.376,0,0,0.89,0.97,0.455,0.31,0.077,0.746,0.376,0,0.99,0.891,0,0.838,0.92,0.913,0.455,0.029,0.351,0.376,0,0.99,0.778,0.778,0.778,0.963,0.64,0.006619999999999999,0.077,0.838,0.719,0,0,0,0.913,0.5023,0.8087445030782762
11,0,0.736,0.361,0,0,0.895,0.955,0.395,0.301,0.098,0.686,0.361,0,0.984,0.856,0,0.858,0.917,0.935,0.395,0.02,0.305,0.361,0,0.984,0.828,0.828,0.828,0.943,0.731,0.01254,0.098,0.858,0.736,0,0,0,0.935,0.3242,0.8172722075637643
12,0,0.755,0.373,0,0,0.9,0.956,0.406,0.308,0.157,0.593,0.373,0,0.946,0.84,0,0.873,0.901,0.921,0.406,0.014,0.308,0.373,0,0.946,0.873,0.873,0.873,0.919,0.794,0.01286,0.157,0.873,0.755,0,0,0,0.921,0.4228,0.817423306948109
13,0,0.754,0.393,0,0,0.908,0.954,0.476,0.29,0.205,0.509,0.393,0,0.958,0.853,0,0.883,0.868,0.914,0.476,0.01,0.348,0.393,0,0.958,0.877,0.877,0.877,0.901,0.832,0.01632,0.205,0.883,0.754,0,0,0,0.914,0.4919,0.8006443271767809
14,0,0.75,0.449,0,0,0.911,0.955,0.587,0.298,0.196,0.467,0.449,0,0.981,0.89,0,0.899,0.838,0.918,0.587,0.014,0.37,0.449,0,0.981,0.877,0.877,0.877,0.887,0.852,0.01296,0.196,0.899,0.75,0,0,0,0.918,0.4546,0.7736755496921723
15,0,0.737,0.531,0,0,0.922,0.959,0.717,0.285,0.199,0.499,0.531,0,0.991,0.923,0,0.918,0.819,0.91,0.717,0.03,0.393,0.531,0,0.991,0.882,0.882,0.882,0.884,0.86,0.00476,0.199,0.918,0.737,0,0,0,0.91,0.3843,0.7438532981530344
16,0,0.724,0.573,0,0,0.934,0.966,0.793,0.278,0.224,0.659,0.573,0,0.979,0.946,0,0.94,0.868,0.878,0.793,0.058,0.43,0.573,0,0.979,0.894,0.894,0.894,0.881,0.869,0.00028,0.224,0.94,0.724,0,0,0,0.878,0.2996,0.7238458223394899
17,0,0.71,0.577,0,0,0.949,0.98,0.832,0.284,0.253,0.797,0.577,0,0.971,0.951,0,0.959,0.932,0.85,0.832,0.091,0.45,0.577,0,0.971,0.929,0.929,0.929,0.85,0.881,0.00028,0.253,0.959,0.71,0,0,0,0.85,0.2508,0.7220253298153034
18,0,0.66,0.555,0,0,0.964,0.988,0.868,0.329,0.234,0.832,0.555,0,0.971,0.945,0,0.972,0.974,0.875,0.868,0.12,0.433,0.555,0,0.971,0.947,0.947,0.947,0.815,0.894,0.00166,0.234,0.972,0.66,0,0,0,0.875,0.2414,0.7233582233948989
19,0,0.538,0.53,0,0,0.978,0.99,0.882,0.39,0.169,0.831,0.53,0,0.969,0.933,0,0.981,0.989,0.9,0.882,0.136,0.425,0.53,0,0.969,0.957,0.957,0.957,0.783,0.904,0.00138,0.169,0.981,0.538,0,0,0,0.9,0.2423,0.7247236587510995
20,0,0.333,0.516,0,0,0.988,0.992,0.877,0.438,0.136,0.83,0.516,0,0.97,0.913,0,0.986,0.991,0.92,0.877,0.136,0.448,0.516,0,0.97,0.95,0.95,0.95,0.766,0.91,0.00358,0.136,0.986,0.333,0,0,0,0.92,0.2464,0.7207406332453825
21,0,0.22,0.499,0,0,0.993,0.993,0.863,0.419,0.083,0.826,0.499,0,0.977,0.883,0,0.989,0.987,0.9,0.863,0.125,0.47,0.499,0,0.977,0.935,0.935,0.935,0.749,0.917,0.00712,0.083,0.989,0.22,0,0,0,0.9,0.2822,0.7174014951627089
22,0,0.254,0.501,0,0,0.993,0.99,0.867,0.379,0.094,0.787,0.501,0,0.985,0.861,0,0.99,0.979,0.868,0.867,0.098,0.449,0.501,0,0.985,0.932,0.932,0.932,0.758,0.918,0.00994,0.094,0.99,0.254,0,0,0,0.868,0.3638,0.7132218117854002
23,0,0.475,0.537,0,0,0.992,0.988,0.884,0.337,0.119,0.76,0.537,0,0.989,0.853,0,0.991,0.954,0.852,0.884,0.068,0.426,0.537,0,0.989,0.913,0.913,0.913,0.772,0.914,0.0051400000000000005,0.119,0.991,0.475,0,0,0,0.852,0.3387,0.6869083553210202
24,0,0.628,0.591,0,0,0.991,0.988,0.893,0.3,0.12,0.727,0.591,0,0.989,0.855,0,0.992,0.883,0.845,0.893,0.044,0.41,0.591,0,0.989,0.91,0.91,0.91,0.791,0.904,0.008499999999999999,0.12,0.992,0.628,0,0,0,0.845,0.4819,0.698364907651715
25,0,0.674,0.655,0,0,0.99,0.987,0.894,0.287,0.128,0.672,0.655,0,0.988,0.861,0,0.993,0.807,0.877,0.894,0.027,0.461,0.655,0,0.988,0.885,0.885,0.885,0.807,0.89,0.017099999999999997,0.128,0.993,0.674,0,0,0,0.877,0.4985,0.6991770448548813
26,0,0.679,0.719,0,0,0.986,0.98,0.892,0.285,0.138,0.62,0.719,0,0.988,0.872,0,0.993,0.799,0.912,0.892,0.021,0.537,0.719,0,0.988,0.884,0.884,0.884,0.813,0.874,0.021679999999999998,0.138,0.993,0.679,0,0,0,0.912,0.4381,0.6878675461741425
27,0,0.701,0.76,0,0,0.98,0.966,0.891,0.299,0.155,0.587,0.76,0,0.985,0.886,0,0.993,0.868,0.935,0.891,0.024,0.597,0.76,0,0.985,0.909,0.909,0.909,0.818,0.859,0.020399999999999998,0.155,0.993,0.701,0,0,0,0.935,0.4285,0.6775816182937555
28,0,0.717,0.774,0,0,0.977,0.963,0.878,0.29,0.183,0.567,0.774,0,0.984,0.893,0,0.993,0.949,0.96,0.878,0.028,0.662,0.774,0,0.984,0.927,0.927,0.927,0.805,0.856,0.016499999999999997,0.183,0.993,0.717,0,0,0,0.96,0.3945,0.6686185576077397
29,0,0.716,0.758,0,0,0.96,0.969,0.853,0.282,0.221,0.556,0.758,0,0.984,0.897,0,0.99,0.956,0.975,0.853,0.029,0.678,0.758,0,0.984,0.961,0.961,0.961,0.779,0.865,0.016800000000000002,0.221,0.99,0.716,0,0,0,0.975,0.3517,0.6598130167106421
30,0,0.708,0.728,0,0,0.969,0.967,0.829,0.266,0.281,0.553,0.728,0,0.984,0.901,0,0.985,0.953,0.983,0.829,0.026,0.679,0.728,0,0.984,0.964,0.964,0.964,0.733,0.877,0.01352,0.281,0.985,0.708,0,0,0,0.983,0.3666,0.6532973614775726
31,0,0.684,0.686,0,0,0.984,0.917,0.82,0.254,0.369,0.537,0.686,0,0.986,0.896,0,0.982,0.95,0.987,0.82,0.022,0.672,0.686,0,0.986,0.972,0.972,0.972,0.661,0.887,0.00892,0.369,0.982,0.684,0,0,0,0.987,0.3921,0.6487020228671944
32,0,0.657,0.647,0,0,0.98,0.901,0.81,0.241,0.452,0.492,0.647,0,0.985,0.864,0,0.975,0.953,0.99,0.81,0.013,0.686,0.647,0,0.985,0.985,0.985,0.985,0.569,0.898,0.0038400000000000005,0.452,0.975,0.657,0,0,0,0.99,0.4193,0.6373994722955145
33,0,0.623,0.637,0,0,0.982,0.912,0.766,0.209,0.529,0.422,0.637,0,0.98,0.786,0,0.972,0.968,0.993,0.766,0.034,0.693,0.637,0,0.98,0.992,0.992,0.992,0.486,0.907,0.0033599999999999997,0.529,0.972,0.623,0,0,0,0.993,0.4293,0.6302531222515392
34,0,0.577,0.649,0,0,0.986,0.93,0.692,0.168,0.581,0.262,0.649,0,0.978,0.703,0,0.964,0.97,0.993,0.692,0.065,0.707,0.649,0,0.978,0.993,0.993,0.993,0.417,0.907,0.0015400000000000001,0.581,0.964,0.577,0,0,0,0.993,0.4592,0.6147496921723835
35,0,0.539,0.662,0,0,0.986,0.931,0.649,0.143,0.63,0.139,0.662,0,0.977,0.649,0,0.957,0.957,0.99,0.649,0.088,0.731,0.662,0,0.977,0.992,0.992,0.992,0.34,0.897,0.022699999999999998,0.63,0.957,0.539,0,0,0,0.99,0.3327,0.547595162708883
36,0,0.504,0.681,0,0,0.987,0.935,0.604,0.142,0.702,0.076,0.681,0,0.972,0.652,0,0.959,0.944,0.983,0.604,0.095,0.748,0.681,0,0.972,0.988,0.988,0.988,0.242,0.881,0.01686,0.702,0.959,0.504,0,0,0,0.983,0.4046,0.5501495162708883
37,0,0.516,0.689,0,0,0.985,0.945,0.565,0.161,0.794,0.042,0.689,0,0.966,0.671,0,0.965,0.949,0.962,0.565,0.092,0.772,0.689,0,0.966,0.978,0.978,0.978,0.177,0.862,0.00784,0.794,0.965,0.516,0,0,0,0.962,0.5088,0.5526840809146878
38,0,0.545,0.699,0,0,0.983,0.961,0.551,0.2,0.868,0.039,0.699,0,0.97,0.692,0,0.969,0.975,0.94,0.551,0.078,0.776,0.699,0,0.97,0.978,0.978,0.978,0.15,0.845,0.01384,0.868,0.969,0.545,0,0,0,0.94,0.5301,0.5615067722075638
39,0,0.572,0.727,0,0,0.983,0.978,0.568,0.252,0.9,0.068,0.727,0,0.957,0.73,0,0.972,0.991,0.945,0.568,0.051,0.754,0.727,0,0.957,0.97,0.97,0.97,0.141,0.834,0.010199999999999999,0.9,0.972,0.572,0,0,0,0.945,0.5057,0.5626050131926121
40,0,0.609,0.769,0,0,0.986,0.986,0.599,0.306,0.931,0.098,0.769,0,0.932,0.767,0,0.98,0.992,0.96,0.599,0.041,0.711,0.769,0,0.932,0.968,0.968,0.968,0.122,0.837,0.01316,0.931,0.98,0.609,0,0,0,0.96,0.4695,0.5709306948109059
41,0,0.663,0.792,0,0,0.989,0.988,0.634,0.358,0.955,0.128,0.792,0,0.912,0.782,0,0.984,0.982,0.966,0.634,0.041,0.652,0.792,0,0.912,0.984,0.984,0.984,0.105,0.853,0.02498,0.955,0.984,0.663,0,0,0,0.966,0.4156,0.579790149516271
42,0,0.702,0.802,0,0,0.992,0.986,0.663,0.392,0.961,0.151,0.802,0,0.92,0.779,0,0.979,0.978,0.964,0.663,0.047,0.616,0.802,0,0.92,0.99,0.99,0.99,0.089,0.869,0.01122,0.961,0.979,0.702,0,0,0,0.964,0.3654,0.5895411609498681
43,0,0.688,0.802,0,0,0.993,0.979,0.68,0.405,0.967,0.17,0.802,0,0.937,0.753,0,0.963,0.984,0.966,0.68,0.058,0.581,0.802,0,0.937,0.992,0.992,0.992,0.069,0.884,0.0034000000000000002,0.967,0.963,0.688,0,0,0,0.966,0.3536,0.5934877748460862
44,0,0.65,0.805,0,0,0.992,0.982,0.681,0.393,0.972,0.183,0.805,0,0.951,0.72,0,0.935,0.99,0.969,0.681,0.079,0.552,0.805,0,0.951,0.993,0.993,0.993,0.053,0.899,0.0021199999999999995,0.972,0.935,0.65,0,0,0,0.969,0.3475,0.5977103781882146
45,0,0.628,0.81,0,0,0.991,0.982,0.672,0.367,0.974,0.166,0.81,0,0.962,0.694,0,0.926,0.992,0.973,0.672,0.117,0.527,0.81,0,0.962,0.992,0.992,0.992,0.045,0.917,0.00258,0.974,0.926,0.628,0,0,0,0.973,0.3005,0.5989306068601583
46,0,0.616,0.812,0,0,0.99,0.982,0.681,0.328,0.975,0.119,0.812,0,0.97,0.689,0,0.932,0.993,0.973,0.681,0.151,0.527,0.812,0,0.97,0.992,0.992,0.992,0.053,0.93,0.004520000000000001,0.975,0.932,0.616,0,0,0,0.973,0.3558,0.6063979771328056
47,0,0.588,0.82,0,0,0.99,0.985,0.715,0.289,0.976,0.095,0.82,0,0.969,0.704,0,0.927,0.99,0.975,0.715,0.183,0.514,0.82,0,0.969,0.992,0.992,0.992,0.063,0.941,0.01734,0.976,0.927,0.588,0,0,0,0.975,0.3884,0.6058681618293756
48,0,0.569,0.825,0,0,0.987,0.982,0.754,0.265,0.975,0.099,0.825,0,0.961,0.71,0,0.895,0.985,0.973,0.754,0.194,0.481,0.825,0,0.961,0.993,0.993,0.993,0.063,0.949,0.04278,0.975,0.895,0.569,0,0,0,0.973,0.4999,0.6285496042216359
49,0,0.594,0.819,0,0,0.986,0.962,0.785,0.26,0.971,0.117,0.819,0,0.945,0.698,0,0.858,0.985,0.963,0.785,0.201,0.444,0.819,0,0.945,0.993,0.993,0.993,0.065,0.956,0.042820000000000004,0.971,0.858,0.594,0,0,0,0.963,0.4252,0.6603108179419526
50,0,0.623,0.793,0,0,0.993,0.946,0.807,0.263,0.966,0.139,0.793,0,0.925,0.684,0,0.832,0.989,0.96,0.807,0.2,0.392,0.793,0,0.925,0.992,0.992,0.992,0.074,0.963,0.03874,0.966,0.832,0.623,0,0,0,0.96,0.3405,0.6850873350923483
51,0,0.651,0.747,0,0,0.992,0.954,0.819,0.274,0.958,0.166,0.747,0,0.896,0.697,0,0.814,0.993,0.958,0.819,0.173,0.324,0.747,0,0.896,0.99,0.99,0.99,0.109,0.969,0.02522,0.958,0.814,0.651,0,0,0,0.958,0.3483,0.7092483729111697
52,0,0.688,0.727,0,0,0.99,0.982,0.819,0.289,0.951,0.179,0.727,0,0.85,0.711,0,0.822,0.987,0.95,0.819,0.139,0.252,0.727,0,0.85,0.987,0.987,0.987,0.124,0.973,0.00532,0.951,0.822,0.688,0,0,0,0.95,0.3136,0.7302465259454706
53,0,0.718,0.69,0,0,0.991,0.993,0.823,0.307,0.945,0.187,0.69,0,0.76,0.738,0,0.863,0.959,0.946,0.823,0.119,0.164,0.69,0,0.76,0.982,0.982,0.982,0.071,0.978,0.0015,0.945,0.863,0.718,0,0,0,0.946,0.2763,0.7395548812664908
54,0,0.737,0.564,0,0,0.992,0.99,0.835,0.316,0.935,0.218,0.564,0,0.647,0.784,0,0.914,0.92,0.949,0.835,0.113,0.072,0.564,0,0.647,0.976,0.976,0.976,0.03,0.981,0.001,0.935,0.914,0.737,0,0,0,0.949,0.3069,0.739713016710642
55,0,0.751,0.533,0,0,0.993,0.982,0.842,0.313,0.924,0.272,0.533,0,0.507,0.827,0,0.934,0.872,0.962,0.842,0.104,0.019,0.533,0,0.507,0.975,0.975,0.975,0.031,0.982,0.00112,0.924,0.934,0.751,0,0,0,0.962,0.3879,0.7391007036059806
56,0,0.767,0.613,0,0,0.993,0.972,0.841,0.3,0.92,0.28,0.613,0,0.336,0.823,0,0.911,0.817,0.965,0.841,0.127,0.002,0.613,0,0.336,0.976,0.976,0.976,0.054,0.982,0.0052,0.92,0.911,0.767,0,0,0,0.965,0.3483,0.7410690413368514
57,0,0.788,0.655,0,0,0.993,0.968,0.817,0.278,0.917,0.271,0.655,0,0.213,0.786,0,0.849,0.758,0.967,0.817,0.151,0.002,0.655,0,0.213,0.982,0.982,0.982,0.084,0.981,0.00118,0.917,0.849,0.788,0,0,0,0.967,0.2625,0.7432651715039578
58,0,0.795,0.646,0,0,0.993,0.962,0.76,0.253,0.911,0.23,0.646,0,0.17,0.774,0,0.769,0.697,0.965,0.76,0.157,0.01,0.646,0,0.17,0.989,0.989,0.989,0.131,0.98,0.00022,0.911,0.769,0.795,0,0,0,0.965,0.1994,0.7452646437994723
59,0,0.81,0.625,0,0,0.993,0.96,0.711,0.231,0.907,0.226,0.625,0,0.21,0.75,0,0.672,0.647,0.971,0.711,0.147,0.06,0.625,0,0.21,0.992,0.992,0.992,0.183,0.979,0.00026,0.907,0.672,0.81,0,0,0,0.971,0.127,0.7365125769569042
60,0,0.852,0.576,0,0,0.991,0.963,0.659,0.211,0.914,0.276,0.576,0,0.253,0.723,0,0.573,0.635,0.987,0.659,0.141,0.135,0.576,0,0.253,0.992,0.992,0.992,0.224,0.977,0.0019399999999999997,0.914,0.573,0.852,0,0,0,0.987,0.0945,0.7413665787159192
61,0,0.883,0.543,0,0,0.981,0.964,0.617,0.208,0.919,0.322,0.543,0,0.351,0.727,0,0.469,0.665,0.992,0.617,0.141,0.246,0.543,0,0.351,0.992,0.992,0.992,0.215,0.974,0.0112,0.919,0.469,0.883,0,0,0,0.992,0.065,0.7322018469656992
62,0,0.91,0.584,0,0,0.962,0.965,0.595,0.233,0.911,0.319,0.584,0,0.363,0.741,0,0.361,0.707,0.993,0.595,0.193,0.451,0.584,0,0.363,0.993,0.993,0.993,0.19,0.967,0.00844,0.911,0.361,0.91,0,0,0,0.993,0.0329,0.7188263852242744
63,0,0.928,0.679,0,0,0.938,0.969,0.591,0.274,0.912,0.259,0.679,0,0.361,0.754,0,0.277,0.758,0.99,0.591,0.297,0.678,0.679,0,0.361,0.993,0.993,0.993,0.163,0.955,0.027280000000000006,0.912,0.277,0.928,0,0,0,0.99,0.0069,0.704599560246262
64,0,0.943,0.769,0,0,0.909,0.954,0.579,0.306,0.931,0.163,0.769,0,0.407,0.751,0,0.272,0.81,0.985,0.579,0.345,0.814,0.769,0,0.407,0.993,0.993,0.993,0.146,0.936,0.02646,0.931,0.272,0.943,0,0,0,0.985,0.0004,0.683625417766051
65,0,0.946,0.797,0,0,0.903,0.921,0.566,0.352,0.948,0.107,0.797,0,0.422,0.709,0,0.466,0.824,0.981,0.566,0.336,0.878,0.797,0,0.422,0.993,0.993,0.993,0.135,0.899,0.0123,0.948,0.466,0.946,0,0,0,0.981,0.0002,0.6521781002638523
66,0,0.946,0.769,0,0,0.916,0.903,0.559,0.407,0.963,0.063,0.769,0,0.433,0.637,0,0.579,0.815,0.976,0.559,0.303,0.907,0.769,0,0.433,0.993,0.993,0.993,0.122,0.835,0.00014,0.963,0.579,0.946,0,0,0,0.976,0.0,0.6203036939313984
67,0,0.948,0.706,0,0,0.94,0.891,0.549,0.48,0.971,0.037,0.706,0,0.402,0.577,0,0.724,0.8,0.969,0.549,0.256,0.92,0.706,0,0.402,0.993,0.993,0.993,0.126,0.746,0.00011999999999999999,0.971,0.724,0.948,0,0,0,0.969,0.0,0.5813364116094987
68,0,0.946,0.609,0,0,0.938,0.901,0.525,0.563,0.978,0.042,0.609,0,0.328,0.569,0,0.817,0.791,0.963,0.525,0.206,0.921,0.609,0,0.328,0.992,0.992,0.992,0.145,0.637,0.00102,0.978,0.817,0.946,0,0,0,0.963,0.0,0.550434652594547
69,0,0.944,0.533,0,0,0.94,0.903,0.498,0.639,0.977,0.04,0.533,0,0.239,0.608,0,0.85,0.781,0.955,0.498,0.153,0.914,0.533,0,0.239,0.992,0.992,0.992,0.155,0.499,0.012640000000000002,0.977,0.85,0.944,0,0,0,0.955,0.0007,0.5178389621811785
70,0,0.946,0.484,0,0,0.94,0.909,0.484,0.703,0.978,0.049,0.484,0,0.2,0.665,0,0.858,0.777,0.942,0.484,0.091,0.902,0.484,0,0.2,0.992,0.992,0.992,0.175,0.38,0.00852,0.978,0.858,0.946,0,0,0,0.942,0.0469,0.4839888302550572
71,0,0.946,0.446,0,0,0.942,0.908,0.477,0.758,0.98,0.071,0.446,0,0.201,0.698,0,0.863,0.768,0.92,0.477,0.058,0.899,0.446,0,0.201,0.993,0.993,0.993,0.255,0.277,0.006660000000000001,0.98,0.863,0.946,0,0,0,0.92,0.0711,0.45283799472295516
72,0,0.951,0.415,0,0,0.94,0.911,0.476,0.793,0.981,0.093,0.415,0,0.243,0.698,0,0.872,0.774,0.908,0.476,0.042,0.911,0.415,0,0.243,0.993,0.993,0.993,0.347,0.207,0.02468,0.981,0.872,0.951,0,0,0,0.908,0.1741,0.4178667546174143
73,0,0.949,0.361,0,0,0.931,0.905,0.484,0.825,0.983,0.144,0.361,0,0.282,0.694,0,0.868,0.809,0.903,0.484,0.034,0.918,0.361,0,0.282,0.993,0.993,0.993,0.449,0.163,0.04166,0.983,0.868,0.949,0,0,0,0.903,0.2145,0.4072896218117854
74,0,0.945,0.332,0,0,0.914,0.895,0.5,0.86,0.985,0.28,0.332,0,0.307,0.727,0,0.836,0.782,0.905,0.5,0.03,0.927,0.332,0,0.307,0.993,0.993,0.993,0.52,0.141,0.035820000000000005,0.985,0.836,0.945,0,0,0,0.905,0.3309,0.4096650835532102
75,0,0.937,0.336,0,0,0.888,0.887,0.501,0.895,0.988,0.47,0.336,0,0.321,0.842,0,0.809,0.684,0.912,0.501,0.027,0.938,0.336,0,0.321,0.993,0.993,0.993,0.548,0.125,0.0362,0.988,0.809,0.937,0,0,0,0.912,0.5949,0.4131542656112577
76,0,0.936,0.317,0,0,0.846,0.882,0.459,0.919,0.987,0.522,0.317,0,0.325,0.919,0,0.791,0.62,0.935,0.459,0.026,0.948,0.317,0,0.325,0.993,0.993,0.993,0.53,0.108,0.053160000000000006,0.987,0.791,0.936,0,0,0,0.935,0.5468,0.41406279683377306
77,0,0.932,0.349,0,0,0.86,0.888,0.389,0.937,0.985,0.499,0.349,0,0.329,0.949,0,0.789,0.551,0.954,0.389,0.027,0.955,0.349,0,0.329,0.992,0.992,0.992,0.496,0.106,0.0388,0.985,0.789,0.932,0,0,0,0.954,0.4236,0.4356955145118734
78,0,0.933,0.409,0,0,0.871,0.906,0.317,0.951,0.982,0.47,0.409,0,0.322,0.952,0,0.762,0.519,0.961,0.317,0.029,0.959,0.409,0,0.322,0.987,0.987,0.987,0.456,0.168,0.03734,0.982,0.762,0.933,0,0,0,0.961,0.7373,0.47221002638522425
79,0,0.937,0.442,0,0,0.893,0.919,0.243,0.961,0.979,0.489,0.442,0,0.327,0.947,0,0.737,0.613,0.966,0.243,0.034,0.958,0.442,0,0.327,0.977,0.977,0.977,0.409,0.269,0.03114,0.979,0.737,0.937,0,0,0,0.966,0.2347,0.4519087950747581
80,0,0.941,0.449,0,0,0.921,0.925,0.18,0.966,0.977,0.502,0.449,0,0.342,0.945,0,0.712,0.747,0.967,0.18,0.048,0.952,0.449,0,0.342,0.959,0.959,0.959,0.389,0.399,0.05733999999999999,0.977,0.712,0.941,0,0,0,0.967,0.0848,0.4307943711521548
81,0,0.944,0.433,0,0,0.924,0.928,0.131,0.968,0.976,0.506,0.433,0,0.364,0.944,0,0.667,0.797,0.969,0.131,0.06,0.937,0.433,0,0.364,0.949,0.949,0.949,0.483,0.521,0.08342,0.976,0.667,0.944,0,0,0,0.969,0.152,0.44663465259454704
82,0,0.949,0.406,0,0,0.915,0.911,0.094,0.968,0.984,0.516,0.406,0,0.412,0.937,0,0.611,0.763,0.968,0.094,0.065,0.916,0.406,0,0.412,0.936,0.936,0.936,0.67,0.62,0.10102,0.984,0.611,0.949,0,0,0,0.968,0.0488,0.4655598944591029
83,0,0.957,0.356,0,0,0.897,0.884,0.08,0.965,0.991,0.5,0.356,0,0.47,0.92,0,0.549,0.588,0.975,0.08,0.071,0.89,0.356,0,0.47,0.937,0.937,0.937,0.803,0.701,0.14248,0.991,0.549,0.957,0,0,0,0.975,0.0218,0.4950082673702726
84,0,0.958,0.306,0,0,0.868,0.849,0.076,0.963,0.993,0.459,0.306,0,0.537,0.893,0,0.481,0.421,0.984,0.076,0.074,0.863,0.306,0,0.537,0.94,0.94,0.94,0.875,0.752,0.15674,0.993,0.481,0.958,0,0,0,0.984,0.3253,0.5705279683377309
85,0,0.964,0.319,0,0,0.861,0.819,0.081,0.962,0.993,0.489,0.319,0,0.586,0.832,0,0.421,0.282,0.986,0.081,0.076,0.845,0.319,0,0.586,0.936,0.936,0.936,0.884,0.785,0.16346,0.993,0.421,0.964,0,0,0,0.986,0.5285,0.616467018469657
86,0,0.966,0.415,0,0,0.855,0.812,0.094,0.959,0.993,0.562,0.415,0,0.624,0.738,0,0.392,0.237,0.99,0.094,0.105,0.837,0.415,0,0.624,0.936,0.936,0.936,0.873,0.821,0.17604,0.993,0.392,0.966,0,0,0,0.99,0.8536,0.6209956904133684
87,0,0.963,0.59,0,0,0.852,0.815,0.11,0.957,0.993,0.67,0.59,0,0.653,0.619,0,0.379,0.208,0.991,0.11,0.156,0.838,0.59,0,0.653,0.934,0.934,0.934,0.875,0.854,0.1839,0.993,0.379,0.963,0,0,0,0.991,0.9813,0.660542656112577
88,0,0.967,0.699,0,0,0.838,0.83,0.111,0.958,0.993,0.721,0.699,0,0.684,0.521,0,0.368,0.165,0.992,0.111,0.182,0.85,0.699,0,0.684,0.948,0.948,0.948,0.906,0.872,0.1904,0.993,0.368,0.967,0,0,0,0.992,0.9983,0.705744942832014
89,0,0.97,0.738,0,0,0.825,0.846,0.111,0.959,0.993,0.708,0.738,0,0.686,0.458,0,0.347,0.141,0.993,0.111,0.179,0.859,0.738,0,0.686,0.95,0.95,0.95,0.922,0.886,0.18644,0.993,0.347,0.97,0,0,0,0.993,0.9995,0.6711961301671064
90,0,0.97,0.753,0,0,0.822,0.86,0.107,0.959,0.99,0.691,0.753,0,0.67,0.444,0,0.332,0.147,0.992,0.107,0.162,0.861,0.753,0,0.67,0.955,0.955,0.955,0.914,0.899,0.18048,0.99,0.332,0.97,0,0,0,0.992,1.0,0.6146676341248901
