Source: sourcetag; timestamp; name <email>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,California,WECC,SPP,MISO,ERCOT,SERC,PJM,NewYork,NewEngland,Canada
11,0.910791688,0.765228886,1.018653321,0.868511287,0.816573446,0.66579936,0.975515377,0.724162051,1.052624452,0.925781768,0.943331279,0.931274419,0.836276764,0.767297894,0.722949425,0.611305469,0.854836006,1.116323827,0.741788646,0.695747106,0.891227938,0.991601364,0.740527721,0.88524782,0.798143835,0.986340212,0.896340721,0.866481238,1.106820623,0.943331279,0.401990255,0.741962227,0.593290195,0.675514833,0.617303877,0.641592958,0.526671352,0.53989762,0.506496528,0.53989762
12,0.929327805,0.797917092,1.030820704,0.877840087,0.826883365,0.724637003,0.981562528,0.785172561,1.061067128,0.962303304,0.951252093,0.965120295,0.866576647,0.857488455,0.77910891,0.643712024,0.902113357,1.146265642,0.76367808,0.767997767,0.89192002,1.015638283,0.748755807,0.899404235,0.872553148,1.007326174,0.917050997,0.885577243,1.140482547,0.951252093,0.369551173,0.716132634,0.578668885,0.670993055,0.608995721,0.620020141,0.519080968,0.511738974,0.48017818,0.511738974
13,0.915961625,0.825834039,1.026197098,0.948365816,0.841094334,0.750841686,0.992832218,0.817882159,1.064402506,1.014006549,0.899389618,0.951274255,0.877798825,0.94971339,0.78687034,0.662861352,0.921869908,1.152281349,0.784132141,0.832934164,0.88274994,1.031830255,0.7384707,0.888708277,0.92866838,1.02168499,0.920364641,0.87364224,1.150024168,0.899389618,0.342892252,0.681761954,0.570524667,0.649305897,0.596389326,0.609154609,0.517687171,0.511375427,0.475269952,0.511375427
14,0.909782919,0.812738453,1.00307907,0.960679832,0.860042294,0.751730301,0.990083514,0.842592127,1.08368516,0.96484842,0.813203614,0.90614642,0.868147752,1.014474281,0.739802815,0.652550175,0.919717443,1.157613453,0.805303888,0.843281172,0.882057858,1.036097906,0.714472116,0.892168734,0.965170522,1.033834757,0.917050997,0.917801752,1.153987201,0.813203614,0.349375402,0.659574352,0.556969446,0.649404534,0.57478363,0.60858532,0.512044498,0.492173889,0.492610103,0.492173889
15,0.888977073,0.796191317,0.988721558,0.974859608,0.869098303,0.750898406,0.99942911,0.840138907,1.11151472,0.931085578,0.875061402,0.874351808,0.87555439,1.020577402,0.717239231,0.637819923,0.909185741,1.168277661,0.806200996,0.790475751,0.888805653,1.056055453,0.711729421,0.893741669,0.970589928,1.071388584,0.925335107,0.972702767,1.136609683,0.875061402,0.369769839,0.658226389,0.55148723,0.616513198,0.573655712,0.587516813,0.509181955,0.507052466,0.514939356,0.507052466
16,0.905369558,0.791217025,0.999915551,0.985681016,0.901699939,0.762091172,1.024717196,0.794878779,1.149246184,0.917594679,0.947480277,0.869223645,0.89440765,0.996843044,0.731930508,0.628981771,0.898423417,1.199928484,0.823844118,0.771387305,0.932406787,1.099422322,0.732299636,0.902235518,0.979650947,1.136555518,1.011489853,1.066989293,1.14041523,0.947480277,0.411341323,0.682129734,0.534076313,0.609535809,0.570495981,0.594868611,0.533905962,0.55290605,0.581290344,0.55290605
17,1.000319875,0.802992901,1.077786803,0.99855476,0.939456534,0.801984304,1.129167983,0.779021735,1.157271937,0.937973411,1.032346146,0.959992132,0.970269579,0.990061799,0.780439441,0.646658074,0.921793034,1.224743276,0.919236595,0.766927387,1.057154475,1.136889792,0.800181344,0.953198612,1.007120744,1.14980981,1.083561611,1.087278799,1.233446788,1.032346146,0.526359327,0.758195438,0.532434902,0.618082602,0.574372117,0.620794888,0.566822428,0.644131621,0.666411554,0.644131621
18,1.025412987,0.88197248,1.216738319,1.007696984,0.95826517,0.861899629,1.227296748,0.799109694,1.155708479,1.043355483,1.142106003,1.077427067,0.999671687,1.079913298,0.881947849,0.712944209,1.043484167,1.237595014,0.950336337,0.781199123,1.107330383,1.150759659,0.883147875,0.983713551,1.1252294,1.136555518,1.079419556,1.068182794,1.289965774,1.142106003,0.616757425,0.839620363,0.5504762,0.650667561,0.606324552,0.651324796,0.577444764,0.653389075,0.664823946,0.653389075
19,1.017090648,0.909889427,1.272951629,1.02747404,0.953806827,0.887121163,1.218500893,0.898909521,1.15226887,1.086729256,1.157193268,1.096401271,1.000120574,1.17485073,0.902959147,0.735039588,1.068545007,1.221461981,0.958051465,0.9389018,1.105081119,1.142036077,0.905775111,0.989376117,1.186104534,1.122196702,1.070307035,1.050280289,1.296944745,1.157193268,0.654104297,0.856549383,0.566911978,0.684045867,0.643307155,0.662670666,0.576896391,0.626395032,0.661011297,0.626395032
20,0.982792526,0.902174198,1.252510426,1.011428504,0.945726079,0.86853588,1.147309435,0.948151688,1.134028522,1.096553763,1.152855679,1.112811392,1.007302769,1.159253866,0.918038496,0.729147487,1.056629577,1.205055507,0.963852763,0.998307899,1.084318674,1.120132984,0.920174261,0.99535327,1.15614009,1.106733362,1.04214106,1.045506287,1.294156541,1.152855679,0.640646192,0.83770131,0.58831749,0.69376142,0.650407442,0.643171415,0.563562072,0.608267362,0.619349747,0.608267362
21,0.928445133,0.877201221,1.229392398,1.00228628,0.924966918,0.83200814,1.067596992,0.981430148,1.098068978,1.067489597,1.125132829,1.10614478,0.982389532,1.132128886,0.907172495,0.702633033,1.024650101,1.187760349,0.946030219,1.011330858,1.057327496,1.08636833,0.898232699,0.987174008,1.10931527,1.080224778,0.998235276,0.98344427,1.272947701,1.125132829,0.621399369,0.804524896,0.586922501,0.693316321,0.631569428,0.631151692,0.550403053,0.575296504,0.585530623,0.575296504
22,0.878132814,0.860755601,1.178776083,1.026168008,0.882612657,0.812590961,1.022518232,0.997038315,1.128400071,1.027337266,1.068178401,1.113837025,0.937949704,1.082286733,0.876403971,0.676118579,0.975374032,1.160484586,0.891067406,1.024532213,1.017186769,1.048461543,0.836522056,0.951625677,1.051250198,1.022789514,0.923678285,0.883190243,1.253778197,1.068178401,0.60583158,0.77507692,0.573215431,0.665177243,0.617186163,0.623533821,0.524265607,0.549042345,0.534445195,0.549042345
23,0.882672271,0.910701556,1.156631446,1.04240012,0.862550112,0.811135145,0.940057084,0.811731333,1.103384736,1.093688282,1.02631124,1.074350169,0.882736584,1.032105519,0.817361669,0.704106058,0.919409948,1.142710906,0.842503963,1.003481403,0.958186822,1.009613363,0.765897653,0.929919174,0.98874064,0.975294969,0.859890637,0.810386723,1.282382819,1.02631124,0.562025983,0.736490537,0.576392573,0.635160735,0.596947098,0.581265865,0.496453768,0.521964837,0.504979094,0.521964837
24,0.823154941,0.916284946,1.098228007,1.03120556,0.822007052,0.749612751,0.877386612,0.892403156,1.054709064,1.069198207,0.936542009,0.954863969,0.833358997,0.972430561,0.748035474,0.670226478,0.853067909,1.100874398,0.777732771,0.965839701,0.918565157,0.967062368,0.689787859,0.887449929,0.914273978,0.912337083,0.801901865,0.768614211,1.226337198,0.936542009,0.512510069,0.699312485,0.567038413,0.600805685,0.578687479,0.565980234,0.47658139,0.478912511,0.488405323,0.478912511
25,0.78910901,0.850807016,1.012082934,1.056393321,0.803337739,0.693043911,0.996680405,0.797189783,1.009889922,0.996439904,0.852807686,0.845634095,0.769168135,0.960902444,0.656561485,0.634873872,0.783958416,1.072231429,0.731083158,0.87467899,0.890362836,0.94440616,0.63424828,0.857249577,0.829714029,0.870365159,0.764623369,0.737583203,1.171427806,0.852807686,0.459567745,0.665766797,0.552275528,0.577123767,0.560644305,0.554848658,0.479592446,0.484701789,0.48222538,0.484701789
26,0.750775815,0.802079255,0.935185072,1.034377352,0.806681497,0.657858547,0.977989212,0.719504489,0.988209965,0.992008198,0.854316412,0.803583158,0.737297147,0.869016572,0.613069761,0.595102191,0.734374853,1.05254366,0.707399509,0.809029007,0.871503616,0.923318941,0.718586159,0.823588768,0.824552689,0.846065624,0.743084683,0.716100197,1.083858192,0.854316412,0.441620912,0.646745239,0.539883406,0.566761046,0.545116148,0.542904756,0.472543666,0.476553433,0.477369308,0.476553433
27,0.728835104,0.766548596,0.915717259,0.999860792,0.799018719,0.645228873,0.961771853,0.672679988,0.977265756,0.954454377,0.81244925,0.786660219,0.704752828,0.783911945,0.588843014,0.577425888,0.712158341,1.037504392,0.698488237,0.753012445,0.863890719,0.914846398,0.710358074,0.80974694,0.811792711,0.842752051,0.735628984,0.714906696,1.001095273,0.81244925,0.437687746,0.634239628,0.534481729,0.547141167,0.534213074,0.549557514,0.464468121,0.466514076,0.475137248,0.466514076
28,0.726439279,0.741068037,0.90208979,0.977844824,0.782021285,0.647800184,0.994756312,0.6491433,0.983102667,0.924446917,0.789252579,0.766147567,0.692183988,0.727966672,0.57944614,0.577425888,0.705777821,1.042084533,0.697949972,0.717868296,0.867005086,0.919867164,0.698701619,0.805028135,0.786731539,0.848274673,0.736457395,0.711326195,0.95613056,0.789252579,0.424186418,0.644579768,0.526404177,0.54743421,0.53710326,0.552372594,0.472368981,0.465857427,0.476602766,0.465857427
29,0.754810888,0.7452302,0.914743868,0.974486456,0.79344579,0.665118719,0.960672371,0.647685589,1.022710281,0.933808675,0.795287486,0.779480791,0.716872782,0.707961999,0.588344065,0.587737065,0.712081468,1.055004631,0.716191166,0.707878081,0.87790537,0.929092822,0.710358074,0.821386659,0.760552077,0.876992305,0.779534768,0.803225721,0.936695065,0.795287486,0.445307063,0.663151139,0.524561458,0.561502618,0.554253074,0.582617386,0.476516034,0.482625954,0.497486416,0.482625954
