Source: GIS_&_Timeseries_Tool weather year 2015; usable coordinates,,,,,,,,,,
HOUR,California,ERCOT,MISO,NewEngland,NewYork,PJM,SERC,SPP,WECC,Canada
1,0.316416,0.0296034749034749,0.0,0.0,0.0,0.0,0.0,0.0007342233009708,0.1819059523809524,0.0461845931909982
2,0.1296513333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007982326007326,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.1069661016949152,0.0247673913043478,0.0250834645669291,0.0054885167464114,0.0,0.0,0.0005635314483554
15,0.0,0.0,0.0054570127504553,0.3687237288135593,0.310295652173913,0.2698464566929133,0.1284057416267942,0.0,0.0,0.0109509521061742
16,0.0,0.0459432432432432,0.1745382513661202,0.5827016949152541,0.5254130434782609,0.4959850393700787,0.2666655502392344,0.0969662621359223,0.0170701465201465,0.0239185227928447
17,0.2116593333333333,0.1235922779922779,0.3557158469945355,0.7082542372881355,0.6537413043478261,0.6541720472440944,0.4032215311004785,0.3275407766990291,0.1897460622710622,0.0806150605885747
18,0.467966,0.2326594594594594,0.4926238615664844,0.7768491525423729,0.7093869565217391,0.7475952755905512,0.4790215311004784,0.5275832524271845,0.3899902014652014,0.1588730525100981
19,0.6778293333333334,0.3280575289575289,0.5544116575591985,0.7277067796610169,0.645991304347826,0.7647515748031497,0.4959052631578947,0.6603521844660194,0.5633635531135531,0.2376271206001154
20,0.8057933333333334,0.3650169884169884,0.5640415300546447,0.5596152542372881,0.5713239130434783,0.6917653543307087,0.4197186602870813,0.621563349514563,0.685371978021978,0.2969524523946913
21,0.863024,0.3785073359073359,0.4854775956284153,0.3988152542372881,0.4389913043478261,0.5454555118110237,0.351611961722488,0.5745563106796117,0.6902427655677655,0.2999048470859781
22,0.853224,0.394692277992278,0.3689652094717668,0.2297542372881356,0.2538804347826087,0.3619425196850394,0.2545224880382775,0.4934580097087379,0.6581423992673993,0.2672109636468551
23,0.7750906666666666,0.3508034749034748,0.227239344262295,0.0,0.0016717391304347,0.1634429133858267,0.1237301435406698,0.3684162621359223,0.5751742673992674,0.1937113675706866
24,0.623656,0.2134853281853281,0.0891231329690346,0.0,0.0,0.0012547244094488,0.0214296650717703,0.2198203883495145,0.4202691391941391,0.0975908251586843
