Source: GIS_&_Timeseries_Tool weather year 2012; usable coordinates,,,,,,,,,,
HOUR,California,ERCOT,MISO,NewEngland,NewYork,PJM,SERC,SPP,WECC,Canada
1,0.0519946666666666,0.7562366795366795,0.7245708561020037,0.2338,0.2979217391304348,0.2568303149606299,0.3307014354066986,1.0,0.6612953296703297,0.5524800346220426
2,0.0735046666666666,0.7772795366795368,0.8154737704918034,0.3200474576271186,0.2815130434782609,0.2783574803149606,0.4161976076555023,1.0,0.6362130036630037,0.5471910559723023
3,0.0943273333333333,0.8095061776061776,0.8717171220400729,0.4135305084745762,0.2710543478260869,0.3014062992125984,0.4731755980861243,1.0,0.6054100732600732,0.5528236583958454
4,0.1073426666666666,0.8453961389961391,0.9066695810564664,0.5114830508474576,0.2566652173913043,0.3246389763779527,0.505499043062201,0.999983009708738,0.562876282051282,0.5571332371609925
5,0.120376,0.8416509652509652,0.9274424408014572,0.6061864406779661,0.2109586956521739,0.3510074803149606,0.5242799043062201,0.9992300970873786,0.5185000915750916,0.5674233698788228
6,0.1299206666666666,0.8274135135135134,0.93766029143898,0.6628644067796611,0.1729347826086956,0.3811944881889764,0.5328904306220096,0.99231286407767,0.4754871794871794,0.5756694748990191
7,0.1362573333333333,0.8470413127413128,0.9436094717668488,0.6721677966101695,0.1639413043478261,0.4224448818897638,0.5381468899521531,0.9826587378640776,0.4483029304029304,0.5813128678592037
8,0.137032,0.862484555984556,0.9379324225865208,0.6626627118644067,0.1802434782608695,0.4495055118110236,0.5481799043062201,0.977695145631068,0.4202292124542124,0.5835238315060589
9,0.1293393333333333,0.8573640926640926,0.9342571948998178,0.6243796610169492,0.1855673913043478,0.4712956692913386,0.5470325358851675,0.9736966019417476,0.3872124542124542,0.5860360646278131
10,0.1258179999999999,0.8083301158301158,0.9265224043715848,0.5658389830508475,0.1855130434782608,0.4934787401574803,0.5451373205741626,0.9622242718446602,0.3630737179487179,0.586170398153491
11,0.1372353333333333,0.8381733590733591,0.910627868852459,0.4825322033898305,0.1842282608695652,0.5420248031496062,0.5547411483253588,0.930954854368932,0.3293793956043956,0.5836465089440277
12,0.1349433333333333,0.6823876447876448,0.9246054644808744,0.4427305084745762,0.2660913043478261,0.5775523622047244,0.5163674641148326,0.9134555825242718,0.3253465201465201,0.5722263704558569
13,0.140296,0.5031756756756757,0.9411120218579234,0.3553389830508474,0.3955282608695651,0.6216003937007875,0.5171119617224881,0.8912400485436893,0.3123044871794871,0.5723750721292556
14,0.1448819999999999,0.4044671814671814,0.9430650273224044,0.2767,0.5319456521739131,0.6823413385826771,0.5199114832535885,0.836776213592233,0.2920352564102564,0.5727671090594345
15,0.149394,0.3502081081081081,0.946255737704918,0.1878033898305084,0.6118673913043479,0.7332228346456693,0.5189655502392345,0.8276609223300971,0.271484249084249,0.5799838430467398
16,0.1523446666666666,0.3011046332046331,0.951844990892532,0.1056711864406779,0.6906021739130435,0.7488267716535433,0.517822009569378,0.8071211165048544,0.2486268315018314,0.5901471436814772
17,0.149204,0.2123667953667953,0.9570741347905284,0.0629542372881356,0.7488608695652175,0.7868145669291339,0.5424856459330144,0.7254900485436894,0.205871978021978,0.5989762839007502
18,0.1318666666666667,0.2202818532818532,0.9711739526411656,0.0352881355932203,0.7884369565217391,0.8207240157480314,0.5435411483253588,0.7504395631067962,0.1834694139194139,0.589437103289094
19,0.1037706666666666,0.1858567567567567,0.9889976320582878,0.0357,0.8211304347826086,0.8679586614173228,0.5482784688995215,0.7508958737864078,0.1668211538461538,0.5645201384881708
20,0.08742,0.1647111969111969,0.9984296903460836,0.0614525423728813,0.8628108695652175,0.9065484251968504,0.5766732057416267,0.7460917475728155,0.154289652014652,0.5489845931909982
21,0.093688,0.1454397683397683,1.0,0.0994474576271186,0.940895652173913,0.9388826771653545,0.6188933014354068,0.7416533980582524,0.1447348901098901,0.536166705135603
22,0.1110826666666666,0.1310069498069498,1.0,0.1972067796610169,0.9872434782608696,0.9694232283464568,0.5807995215311005,0.7373793689320388,0.1278543956043956,0.5252156953260242
23,0.0961206666666666,0.0922552123552123,1.0,0.2767677966101695,0.9815717391304348,0.9536366141732284,0.3650215311004784,0.7073347087378641,0.1011312271062271,0.4934227928447778
24,0.1059493333333333,0.0865922779922779,1.0,0.4538694915254238,0.9968826086956522,0.978935433070866,0.4197736842105263,0.6347864077669902,0.1108160256410256,0.5079574148874784
25,0.1116433333333333,0.1062872586872586,1.0,0.5790525423728813,1.0,0.9886389763779528,0.5170105263157895,0.6184065533980583,0.1438739010989011,0.5183249855741489
26,0.135096,0.1398084942084942,1.0,0.7112237288135593,1.0,0.9908909448818896,0.5863411483253589,0.6014694174757281,0.1687979853479853,0.5212230813618003
27,0.1530586666666666,0.1630250965250965,1.0,0.7979593220338983,1.0,0.9943830708661416,0.62588995215311,0.5782247572815534,0.1722858058608058,0.5313224466243508
28,0.1673673333333333,0.1723324324324324,1.0,0.8432135593220339,1.0,0.9913322834645668,0.6751425837320575,0.5613067961165048,0.1717717948717949,0.5460871898442008
29,0.1785286666666666,0.1840826254826254,1.0,0.8577949152542373,0.9999239130434782,0.9649834645669292,0.6974904306220095,0.5464771844660193,0.1760215201465201,0.544634564339296
30,0.1821726666666666,0.1945027027027027,1.0,0.8774152542372881,0.9972152173913044,0.942803937007874,0.6605143540669857,0.5160924757281553,0.1872759157509157,0.5304856895556838
31,0.1839753333333333,0.1932382239382239,1.0,0.9045593220338984,0.9959978260869564,0.9376330708661418,0.6099803827751196,0.4875951456310679,0.2004758241758241,0.5302730525100982
32,0.1972786666666666,0.1755640926640926,0.9999921675774136,0.8968271186440677,0.9988934782608696,0.9527192913385828,0.5786306220095694,0.4556470873786407,0.2103860805860806,0.5378136180034622
33,0.2151186666666666,0.1513830115830115,0.9999874316939892,0.8701440677966102,0.9989717391304348,0.9636834645669292,0.5633090909090909,0.409208495145631,0.2197554029304029,0.5572384881708021
34,0.2218493333333333,0.127996138996139,1.0,0.8214084745762711,0.995254347826087,0.9718114173228348,0.5662421052631579,0.3604436893203884,0.2280401098901099,0.5749576457010964
35,0.2447813333333333,0.1680208494208494,0.9999872495446268,0.6097508474576271,0.9499021739130435,0.8204811023622047,0.4954248803827751,0.3815832524271844,0.2583450549450549,0.5968643392960185
36,0.2524693333333333,0.150069498069498,0.9999581056466302,0.5981084745762713,0.9554652173913044,0.8673618110236221,0.5057004784688995,0.3496174757281553,0.2944287545787546,0.6254216964800924
37,0.2660893333333333,0.1328552123552123,0.9985027322404372,0.5489627118644068,0.9842739130434784,0.8952456692913386,0.5171282296650718,0.3324963592233009,0.3196888278388278,0.6540346220427006
38,0.2851453333333333,0.1209741312741312,0.9920253187613844,0.5280830508474577,0.9895304347826088,0.893498031496063,0.5255751196172249,0.3087936893203883,0.3362649267399267,0.6924437391806118
39,0.291146,0.107623166023166,0.9821052823315118,0.5414118644067797,0.9578869565217392,0.9108968503937008,0.4979966507177033,0.2699803398058252,0.3504656593406594,0.7211959030582804
40,0.2887006666666666,0.0829567567567567,0.9633974499089254,0.6209152542372881,0.9576347826086956,0.9242503937007874,0.7166354066985646,0.2148490291262135,0.3718555860805861,0.7485246393537218
41,0.2732413333333333,0.042461776061776,0.9633566484517304,0.7010830508474576,0.9658869565217392,0.8913090551181103,0.7107124401913876,0.1571402912621359,0.3785357142857142,0.7723068090017311
42,0.2439993333333333,0.0352555984555984,0.9335063752276868,0.7144406779661017,0.9738673913043476,0.8554307086614173,0.6958569377990431,0.1159189320388349,0.3528231684981684,0.778498268897865
