Source: sourcetag; timestamp; name <email>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,California,WECC,SPP,MISO,ERCOT,SERC,PJM,NewYork,NewEngland,Canada
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0,0,0.000021,0,0,0,0,0,0,0,0.000026,0.000005875,0,0,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,1.84E-05,0.000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0,0,0.091837,0,0,0,0,0,0,0,0.069899,0.0202455,0.001421,0,0.004604,0,0,0,0,0,0.021185,0,0.000038,0.001149,0,0,0,0,0.063144033,0.069899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.012405,0,0.232733,0.0135,0.007242,0.000199,0,0.007386,0.00001,0.004981,0.229534,0.100022625,0.04581,0,0.091787,0,0,0,0.004791,0,0.098893,0.000003,0.056319,0.061452,0,0.001205,0.00513,0.004602,0.1924278,0.229534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.062318,0.003156,0.315235,0.079545,0.037996,0.007932,0.000588,0.186838,0.003451,0.037368,0.381537,0.1770035,0.114037,0,0.234211,0.006873,0.019189,0.000117,0.023013,0.117048,0.178537,0.007779,0.119876,0.153445,0.000508,0.016022,0.022773,0.029442,0.2996935,0.381537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.123642,0.018377,0.337632,0.141746,0.079591,0.021147,0.006615,0.361459,0.009435,0.084276,0.464004,0.229755,0.218179,0.023443,0.350711,0.022501,0.056191,0.006878,0.041922,0.322023,0.23825,0.034238,0.172734,0.226542,0.015546,0.026488,0.04301,0.047442,0.357102,0.464004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.131075,0.032114,0.314748,0.189454,0.147222,0.028208,0.014419,0.481586,0.011081,0.137327,0.490045,0.287289125,0.304065,0.095406,0.423492,0.056031,0.06393,0.016539,0.0545,0.459251,0.252641,0.055904,0.24892,0.282085,0.041108,0.027705,0.058775,0.051788,0.373431333,0.490045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
